Date,Gold U$/Troy Ounce,Silver cts/Troy OZ,Palladium U$/Troy Ounce,Platinum U$/Troy Ounce
2/23/1996,397.75,544,140.25,411.25
2/26/1996,399.95,547.5,139.9,410.25
2/27/1996,399.15,552,139.25,409.35
2/28/1996,397.25,542.5,137.5,408
2/29/1996,401.35,551.5,137.5,412.75
3/1/1996,398.65,547.5,137,412.75
3/4/1996,393.65,540.5,137,410.5
3/5/1996,393.35,536.5,132.25,405.25
3/6/1996,393.65,536.5,133.75,406.75
3/7/1996,394.05,537.5,135.25,409.75
3/8/1996,395.25,544,136.75,411.5
3/11/1996,396.45,546.5,140.5,411.5
3/12/1996,396.1,549,141.5,411.5
3/13/1996,396.9,558.5,141,413.5
3/14/1996,395.95,556,139,411.25
3/15/1996,395.45,556,138.75,411.5
3/18/1996,394.95,553,138,410.75
3/19/1996,395.55,552.5,138,411.25
3/20/1996,395,550,138.75,411.25
3/21/1996,396.8,557.5,139,411.75
3/22/1996,397.55,556.5,139.25,412.25
3/25/1996,398.15,558.5,140.5,412.15
3/26/1996,400.05,568,140.75,414
3/27/1996,400.05,565.5,141,415
3/28/1996,398.55,557,139,412.25
3/29/1996,396.55,552,139,408.65
4/1/1996,394.75,552,140.5,405
4/2/1996,394.35,549,140.5,405
4/3/1996,394.95,557,140.4,405.15
4/4/1996,393.75,544,140,406.75
4/5/1996,393.75,544,140,406.75
4/8/1996,393.75,545,140,406.75
4/9/1996,396.05,552.5,139.5,408.75
4/10/1996,394.65,549,138,406.3
4/11/1996,396.25,551,138,407.75
4/12/1996,394.15,550,136.25,406
4/15/1996,392.65,547,136.4,404.8
4/16/1996,392.45,539.5,136,403.4
4/17/1996,391.45,531,135.5,401.5
4/18/1996,391.45,527.5,135.25,400
4/19/1996,391.15,524.9,135.25,400
4/22/1996,391.45,530,133.5,404.25
4/23/1996,392.05,533.5,134.9,404.75
4/24/1996,390.9,529,133.5,401.5
4/25/1996,394.25,536.5,134.75,403.85
4/26/1996,391.9,532,135.5,405.65
4/29/1996,391.15,528,130.5,402
4/30/1996,391.75,530,128.75,400.75
5/1/1996,393.95,537.5,131.5,402
5/2/1996,393.25,533.5,134,405.25
5/3/1996,394.45,543,134.85,404.75
5/6/1996,394.45,545,134.85,404.75
5/7/1996,393.65,546.5,135,404.4
5/8/1996,394.85,547.5,135.4,406.85
5/9/1996,392.65,541,133.75,404.5
5/10/1996,392.55,538.5,133,404.35
5/13/1996,391.35,536.5,132.5,402
5/14/1996,391.75,537.5,133,403
5/15/1996,392.7,538,133.75,403
5/16/1996,391.95,534.5,132.25,401.75
5/17/1996,391.95,533.5,132.75,402
5/20/1996,391.25,526,130.25,396.85
5/21/1996,390,526,128.25,397.7
5/22/1996,391.65,529.5,128.45,396.75
5/23/1996,391.75,530.5,129.75,399
5/24/1996,390.7,529.5,128.75,397.4
5/27/1996,390.7,529.5,128.75,397.4
5/28/1996,392.15,535.5,130.5,400
5/29/1996,391.25,531,132,399.75
5/30/1996,391.3,534.5,131.75,399.85
5/31/1996,390.95,536.5,131.5,399.25
6/3/1996,390.85,536.5,131,400.75
6/4/1996,389.95,533.5,130.2,390.5
6/5/1996,387.65,518.5,127.75,392.75
6/6/1996,385.75,518,127.6,391.75
6/7/1996,385.45,518,128.75,393.5
6/10/1996,385.95,515.5,128.35,392.5
6/11/1996,384.05,506,128,391.25
6/12/1996,384.4,507,128.5,392
6/13/1996,384.75,506.5,128.75,392.75
6/14/1996,384.25,504,128.75,392
6/17/1996,384.95,515,129.9,393.25
6/18/1996,384.95,514.5,129.75,392.5
6/19/1996,385.65,515.5,129,394
6/20/1996,384.35,510.5,129.15,392
6/21/1996,384.35,508.5,129.25,391.25
6/24/1996,384.4,510,129.4,391.6
6/25/1996,385.25,516,130.65,392
6/26/1996,383.8,506,131.4,390.5
6/27/1996,382.95,510,134,388.75
6/28/1996,382.25,502.5,132.35,389.35
7/1/1996,381.5,506.5,133.75,393.25
7/2/1996,381.8,504.5,133.25,391.4
7/3/1996,382.25,509.5,133.75,392.5
7/4/1996,380.9,509.5,132.5,389.15
7/5/1996,381.7,509.5,131.5,389.5
7/8/1996,382.15,506,130.75,390
7/9/1996,382.9,508,130,390.5
7/10/1996,382.7,506,131.25,391.75
7/11/1996,383.45,508,130.25,389.9
7/12/1996,383.95,509.5,130.65,390.65
7/15/1996,383.25,506,131.25,392.75
7/16/1996,385.45,506.5,133.15,393.9
7/17/1996,383.55,495,132.25,392
7/18/1996,383.75,494,132.5,392.75
7/19/1996,385.15,497,133,393.75
7/22/1996,384.95,496,133.25,393.65
7/23/1996,384.05,495,134,396.5
7/24/1996,384.45,495,133.65,397.75
7/25/1996,385.05,496,131.65,395.75
7/26/1996,385.15,507.5,130,398.25
7/29/1996,384.65,504,130.5,399.6
7/30/1996,384.75,504.5,129.5,399.1
7/31/1996,385.35,507.5,130,399.75
8/1/1996,386.5,509.5,131.5,404.5
8/2/1996,386.45,502.5,129.75,403.8
8/5/1996,389.75,507,129,403.5
8/6/1996,388.55,502,128,401.75
8/7/1996,388.15,502,128.5,401.27
8/8/1996,388.15,504,128.75,401.25
8/9/1996,387.55,503.5,129.5,400.75
8/12/1996,387.8,506,128.25,398.5
8/13/1996,387.35,505,129.25,399.5
8/14/1996,386.5,500,127.4,399.25
8/15/1996,386.3,502.5,126.75,399.5
8/16/1996,386.2,506,124.25,398
8/19/1996,386.6,509.5,124,398.25
8/20/1996,387.4,518.5,125,399.25
8/21/1996,387.15,518,125.5,399.35
8/22/1996,386.95,521,124.25,398.5
8/23/1996,387.5,519.5,124.5,399
8/26/1996,387.5,522,124.5,399
8/27/1996,388.95,522,124.25,400.5
8/28/1996,388.5,519,125.25,400
8/29/1996,388.05,518,126,398.5
8/30/1996,386.6,513.5,125.5,396.75
9/2/1996,386.8,513.5,125.5,395.5
9/3/1996,386.95,515,125.25,395.25
9/4/1996,385.4,517.5,125.25,394.5
9/5/1996,386.35,517.5,125,394.25
9/6/1996,385.55,514,124.4,392.75
9/9/1996,383.45,508,125,394.25
9/10/1996,383.45,509.5,124,393.25
9/11/1996,383.65,511,122.25,393
9/12/1996,382.05,511,121.75,390
9/13/1996,383.05,511,122,387.75
9/16/1996,382.8,502.5,121.5,387.9
9/17/1996,383.55,504,121,388.25
9/18/1996,383.35,505.5,120.5,388.5
9/19/1996,382.85,499,121,390.25
9/20/1996,381.75,485.5,119.5,387.25
9/23/1996,381.25,487,116.75,386.5
9/24/1996,382.05,487,117,387.75
9/25/1996,382.55,488.5,119,388.25
9/26/1996,380.9,486,117.5,385.25
9/27/1996,381.15,490,117.75,383.75
9/30/1996,378.6,485.5,118.75,383
10/1/1996,378.65,489.5,118.75,383
10/2/1996,380.4,491.5,120.5,383.75
10/3/1996,379.35,490,120,383
10/4/1996,380.45,488,120.75,384.25
10/7/1996,380.15,488,119.5,383.5
10/8/1996,381.15,488,118,385
10/9/1996,381.45,494,117.25,384.25
10/10/1996,381.95,500.5,117.25,388
10/11/1996,381.35,501.5,117.25,386.5
10/14/1996,381.45,503.5,116.5,384.75
10/15/1996,381.45,502.5,116.25,384.5
10/16/1996,381.75,505,116.25,384.5
10/17/1996,380.45,492.5,115.75,384
10/18/1996,380.15,491,115.75,383.75
10/21/1996,381.25,493.5,116.25,383.5
10/22/1996,383.65,496,117.75,385.25
10/23/1996,383.6,497,118.75,387.25
10/24/1996,383.7,491,117.5,386.25
10/25/1996,382.55,491,117,384.25
10/28/1996,383.15,492,116.25,383.5
10/29/1996,381.5,483,115.5,382.25
10/30/1996,380.05,482.5,115.75,380.25
10/31/1996,379.75,482,116.5,381
11/1/1996,377.95,479.5,115.75,379.75
11/4/1996,378.95,480.5,116.25,381
11/5/1996,379.35,479.5,117.5,381.75
11/6/1996,377.95,477,116.5,379.75
11/7/1996,380.45,484.5,116.5,381.25
11/8/1996,378.9,481,116,381.5
11/11/1996,380.85,485,117,386
11/12/1996,381.7,485,118.25,388
11/13/1996,383.85,491.5,118.75,386.75
11/14/1996,382.65,476.5,120.5,386.25
11/15/1996,379.45,483,117.75,384.25
11/18/1996,379.15,489,118.75,385
11/19/1996,378.5,487.5,118,383.75
11/20/1996,379.2,493.5,118.5,384.25
11/21/1996,376.25,484,118,383.5
11/22/1996,376.85,484,117.5,383
11/25/1996,375,478,117.25,381.75
11/26/1996,374,471,115.5,378.5
11/27/1996,373.8,471.5,114.5,376.35
11/28/1996,372.65,471.5,114.25,374.5
11/29/1996,371.45,471.5,114.5,374.75
12/2/1996,370.85,467.5,114.5,373.75
12/3/1996,367,467.5,115.25,372
12/4/1996,369.65,480,117,374
12/5/1996,370,478,116,373
12/6/1996,369.65,477,115.5,370.25
12/9/1996,368.8,477.5,117,368.25
12/10/1996,368.6,478.5,118,367.75
12/11/1996,368.6,481.5,120,369.5
12/12/1996,368.8,480.5,118.75,368.5
12/13/1996,369.2,478,117.5,368.25
12/16/1996,368.85,476.5,117.75,367.75
12/17/1996,369.2,486.5,117.5,367
12/18/1996,369.05,484.5,117.5,370
12/19/1996,369.2,486,118,371.75
12/20/1996,369.15,484,118.75,371.5
12/23/1996,368.85,482,118.75,373
12/24/1996,369,482,118.75,373
12/25/1996,369,482,118.75,373
12/26/1996,369,483,118.75,373
12/27/1996,369.55,487,117,371.25
12/30/1996,369.3,477.5,116.5,369.5
12/31/1996,369.65,473,116.5,369.5
1/1/1997,369.65,473,116.5,369.5
1/2/1997,366.6,473,120.25,369
1/3/1997,363.2,471,119.75,366
1/6/1997,358.15,465,118,361.75
1/7/1997,359,467,119.5,362.25
1/8/1997,355.15,456,120,358.5
1/9/1997,355.7,469.5,122.25,361.25
1/10/1997,359.3,472.5,122.5,364.5
1/13/1997,358.75,469,122.25,363.5
1/14/1997,357.2,471,121.25,362
1/15/1997,354.25,467,120,359.75
1/16/1997,353.3,470.5,121.25,359.5
1/17/1997,354.7,474.5,122.25,360.25
1/20/1997,353.75,472,121.5,359
1/21/1997,353.5,469.5,121.75,358.75
1/22/1997,350.95,469.5,121.25,356.75
1/23/1997,349,481.5,121.25,356.25
1/24/1997,352.85,490,122,357.75
1/27/1997,354.75,502.5,122.5,358
1/28/1997,353.15,502.5,122.75,359.25
1/29/1997,350.7,492,121.25,354.75
1/30/1997,347.15,488,121.5,352.75
1/31/1997,344.15,483,123.65,351.25
2/3/1997,346.2,491.5,124.25,349.5
2/4/1997,346.05,488,128,353
2/5/1997,343.2,485,126.75,351.75
2/6/1997,342.85,484,129,351.5
2/7/1997,340.35,491,130.5,350.25
2/10/1997,341.2,494.5,134.25,352.5
2/11/1997,338.65,489.5,135.25,354.25
2/12/1997,340.75,504,136.65,356
2/13/1997,342.15,514,138.75,368
2/14/1997,345.85,521,136.25,366.75
2/17/1997,344.25,521,133.25,363.75
2/18/1997,345.25,524.5,134.75,368.75
2/19/1997,346.8,520,134.5,366.75
2/20/1997,345.95,521,132.25,364
2/21/1997,353.35,523,136,369.25
2/24/1997,352.75,523,139,372.5
2/25/1997,354.05,521,140,372.75
2/26/1997,353.95,520,150,383.5
2/27/1997,360.75,526,157,393.5
2/28/1997,358.65,525.5,152.5,392
3/3/1997,362.75,531.5,150,387.5
3/4/1997,360,524.5,149.75,385.25
3/5/1997,352.3,518.5,143.75,382
3/6/1997,352,519.5,146.5,382
3/7/1997,349.05,519,148.75,381.75
3/10/1997,349.95,517,151,378.25
3/11/1997,351.15,523,157.5,383.25
3/12/1997,352.95,525.5,151.5,380.5
3/13/1997,352.55,527,152,382
3/14/1997,352.95,531,152.25,382.75
3/17/1997,349.35,524,152,379
3/18/1997,348.05,515,142.5,375.75
3/19/1997,349.15,520.5,145.75,376.25
3/20/1997,351.55,519.5,151.25,379.75
3/21/1997,351.75,514.5,148.5,378
3/24/1997,350.5,519,148,375.25
3/25/1997,349.1,512.5,142,374.75
3/26/1997,349.3,516,143.5,372.5
3/27/1997,347.95,516,146.5,373.5
3/28/1997,347.95,516,146.5,373.5
3/31/1997,347.95,504,146.5,373.5
4/1/1997,350.65,500.5,145.75,368
4/2/1997,350.85,499.5,149.25,369.25
4/3/1997,348.85,481.5,146.5,368.25
4/4/1997,347.35,474,146,364
4/7/1997,348.75,479,150.5,364
4/8/1997,348.55,479.5,154,365.5
4/9/1997,348.3,479.5,157,366.75
4/10/1997,348.15,479.5,155.5,368.25
4/11/1997,346.05,471.5,157.5,371.5
4/14/1997,346.75,473,154.25,370
4/15/1997,341.95,469,150.5,364.5
4/16/1997,340.35,478.5,149,364.5
4/17/1997,343.05,476.5,151.5,370.5
4/18/1997,341.7,474,150.5,377
4/21/1997,342.55,476,156.5,381
4/22/1997,341.55,473,156.5,380.25
4/23/1997,341.05,472.5,154,373
4/24/1997,340.95,472.5,157,374.5
4/25/1997,342.45,473.5,161.5,379.25
4/28/1997,340.15,465.5,157.75,375
4/29/1997,339.85,464,159.25,374.5
4/30/1997,340.1,468.5,156,374.25
5/1/1997,341.05,473,156.5,372
5/2/1997,339.9,472.5,157.75,373.25
5/5/1997,339.9,473.5,157.75,373.25
5/6/1997,342.75,473,157.75,374
5/7/1997,340.25,474,155,373
5/8/1997,344.2,482.5,157.6,376.5
5/9/1997,345.9,487,164.5,383.5
5/12/1997,350.05,491,169.25,391
5/13/1997,348.15,486,170,388.5
5/14/1997,348.35,485,174.5,394
5/15/1997,346.65,485.5,172.85,393.5
5/16/1997,344.25,470.5,172.85,392.25
5/19/1997,341.75,467.5,170,387.5
5/20/1997,342.55,469,179.75,392.5
5/21/1997,342.85,469,170,393.5
5/22/1997,343.25,467,174.5,388.25
5/23/1997,342.95,474,170.4,387
5/26/1997,342.95,474,170.4,387
5/27/1997,343.95,473,177.5,398
5/28/1997,344.15,472,175,399.5
5/29/1997,344.15,476.5,193,399.5
5/30/1997,345.05,472,182,407.5
6/2/1997,344.05,470.5,172,398.5
6/3/1997,343.15,471.5,188.5,406
6/4/1997,342.05,471.5,208,419
6/5/1997,342.95,479,210,442
6/6/1997,344.45,484.5,230,497
6/9/1997,344.05,480,228,475
6/10/1997,344.05,477.5,212,452
6/11/1997,344.05,476.5,218,458
6/12/1997,342.55,474,209,442
6/13/1997,341.55,470,202,437
6/16/1997,341.95,469.5,203,435
6/17/1997,342.15,477.5,196,417
6/18/1997,340.85,471.5,190,409
6/19/1997,339.45,475,203,418
6/20/1997,338.45,473,200,420
6/23/1997,338.3,479,200,421
6/24/1997,338.55,477,194.5,414
6/25/1997,338.85,478.5,196,416
6/26/1997,337.75,475,195.5,418
6/27/1997,336.55,471.5,194,421.5
6/30/1997,334.55,464,192,430
7/1/1997,333.65,464.5,196,436
7/2/1997,332.35,464.5,192,425
7/3/1997,332.75,461.5,191,424
7/4/1997,324.5,461.5,191,423
7/7/1997,318.95,443,180,409
7/8/1997,320.95,431,176,409
7/9/1997,319.45,430,168.5,397
7/10/1997,319.65,431,162,396
7/11/1997,320.25,435.5,169,404
7/14/1997,320.75,427,172,405
7/15/1997,320.15,431.5,172,404
7/16/1997,319.15,430,175.25,407.5
7/17/1997,320.95,421,175.5,404
7/18/1997,324.35,427.5,182,407.5
7/21/1997,326.75,426.5,191,413.5
7/22/1997,328,433,198.5,421
7/23/1997,324,428,197,416
7/24/1997,322.85,429.5,198,416.5
7/25/1997,325.7,431,205,421
7/28/1997,327.15,436,204,428
7/29/1997,326.35,429.5,198,425
7/30/1997,326.65,437.5,209,430
7/31/1997,326.35,442,211,435
8/1/1997,324.05,446.5,227.5,433
8/4/1997,323.85,449,239,448
8/5/1997,319.75,437.5,239,457
8/6/1997,320.15,436,232,436
8/7/1997,321.4,437,219,430
8/8/1997,325.55,439.5,232,441
8/11/1997,327.55,442.5,234,444.5
8/12/1997,326.05,441,230,437
8/13/1997,328.15,450,224,432
8/14/1997,326.35,449,215,426
8/15/1997,324.55,444,211,422
8/18/1997,322.85,451,206,423
8/19/1997,323.05,450,198,411.5
8/20/1997,322.25,450,190,405.5
8/21/1997,323.25,452.5,190,416
8/22/1997,324.95,468,198,412
8/25/1997,324.95,461,198,412
8/26/1997,325.25,465,197,406
8/27/1997,324.75,465,186.5,406
8/28/1997,325.55,478,188,408
8/29/1997,324.75,466,191,409
9/1/1997,324.55,466,187,409
9/2/1997,322.45,462,187.5,410.5
9/3/1997,322.75,467,186.5,406
9/4/1997,321.45,463,189,418
9/5/1997,322.15,468,188.5,419.75
9/8/1997,321.85,468.5,186.5,416.5
9/9/1997,321.85,472.5,186.5,419
9/10/1997,321.3,470.5,187,422.5
9/11/1997,322.75,477,191.5,427
9/12/1997,324.25,472.5,193.5,428
9/15/1997,322.15,470.5,193,427
9/16/1997,320.95,463,191.5,424
9/17/1997,320.75,456.5,187,420
9/18/1997,320.95,468,191,423.5
9/19/1997,322.25,470,195,428
9/22/1997,320.85,465,193,436
9/23/1997,321.25,465.5,188.5,436
9/24/1997,322.85,471.5,194,442
9/25/1997,326.75,476,192,438
9/26/1997,327.25,478,193,430
9/29/1997,327.25,501,195,429
9/30/1997,333.05,520.5,194,434.25
10/1/1997,336.05,515.5,192,433
10/2/1997,332.05,518.5,192,431
10/3/1997,333.4,521,192.5,426
10/6/1997,332.35,520,194,424
10/7/1997,331.65,518.5,195,425
10/8/1997,333.95,527,203,436
10/9/1997,330.05,517.5,206,434
10/10/1997,329.15,517,203,430
10/13/1997,328.85,515,205,436.25
10/14/1997,328.15,510.5,207,435
10/15/1997,326.85,503,218.5,438
10/16/1997,326.75,494,222.5,431
10/17/1997,324.35,494,219,423.5
10/20/1997,324.05,491,210,421.5
10/21/1997,323.25,491.5,207,424.5
10/22/1997,322.4,505.5,202.5,422
10/23/1997,323.2,493.5,204.5,423
10/24/1997,316.8,492,201,418
10/27/1997,311.55,480.5,205,406
10/28/1997,313.15,469.5,203,396
10/29/1997,312.95,475,213,407
10/30/1997,316.55,480.5,213,406
10/31/1997,312.55,476.5,207,405
11/3/1997,314.35,484,209,407
11/4/1997,315.65,486.5,209,408
11/5/1997,314.25,485.5,210.5,406.5
11/6/1997,312.45,485.5,203,398
11/7/1997,308.75,483,205,398
11/10/1997,310.95,488,206,392.5
11/11/1997,311.65,492.5,209,391.5
11/12/1997,308.5,495,212,393
11/13/1997,307.65,504.5,210,390
11/14/1997,302.45,505,206,384
11/17/1997,303.9,512,207,386
11/18/1997,306.45,509,208,388
11/19/1997,305.25,523.5,211,397
11/20/1997,303.75,523,210.5,393
11/21/1997,305.15,539.5,210,392.75
11/24/1997,304.35,536.5,207,390.5
11/25/1997,302.05,536,205,382
11/26/1997,297.35,519,209,382
11/27/1997,296,519,206.5,382
11/28/1997,296.85,519,204.5,384
12/1/1997,293.75,520,205,383.5
12/2/1997,294.65,530,209.25,388
12/3/1997,292.65,528,208,387.5
12/4/1997,288.65,524,206.5,383
12/5/1997,288.15,537.5,207,383.5
12/8/1997,287.85,538,208,380.5
12/9/1997,283.65,536,206.5,374.5
12/10/1997,284.15,567.5,207.75,375.75
12/11/1997,283.95,576,205,362
12/12/1997,282.55,582,201.25,361
12/15/1997,285.45,587,194,354
12/16/1997,285.45,589,188,342.5
12/17/1997,287.95,590,187.75,347.5
12/18/1997,288.65,591,190,355
12/19/1997,288.55,598,181,355
12/22/1997,291.45,596,182,353
12/23/1997,293.35,613,185,353
12/24/1997,296,613,191,359
12/25/1997,296,613,191,359
12/26/1997,296,613,191,359
12/29/1997,291.85,620.5,198,363.5
12/30/1997,290.15,612.5,203,363
12/31/1997,289.15,594.5,204,362
1/1/1998,289.15,594.5,204,362
1/2/1998,288.25,591,201.5,367.5
1/5/1998,283.65,589,202.5,364
1/6/1998,281.85,608,201,364
1/7/1998,283.35,599,203.25,358
1/8/1998,279.85,569,208.5,363.5
1/9/1998,279.55,569.5,216.5,361.6
1/12/1998,278.65,546.5,226,361
1/13/1998,280.65,555.5,232,360.5
1/14/1998,283.35,575,241.5,375
1/15/1998,284.35,577,237,384.5
1/16/1998,289.65,579,227,379
1/19/1998,287.55,579,231,376
1/20/1998,288.85,572,230.5,374.5
1/21/1998,290.65,578.5,233.25,377
1/22/1998,294.15,572.5,236,383
1/23/1998,297.75,586.5,230,379
1/26/1998,298.55,585,234.5,385
1/27/1998,299.05,601.5,229,385
1/28/1998,303.25,605.5,227,384.25
1/29/1998,303.15,606,235.25,394
1/30/1998,303.05,625.5,235,386.5
2/2/1998,302.55,629.5,239,389
2/3/1998,297.25,647,238.5,387
2/4/1998,298.55,693,238,389
2/5/1998,297.5,723,243,404
2/6/1998,298.85,731,240,398.5
2/9/1998,301.55,708.5,236,396
2/10/1998,300.15,702,234,389.6
2/11/1998,300.15,703,234,389
2/12/1998,298.85,700,242,385.5
2/13/1998,298.85,703,238.5,388.5
2/16/1998,298.25,703,238,385.5
2/17/1998,298.05,684,237.5,387
2/18/1998,297.95,668.5,230,378
2/19/1998,297.75,667,231,379.5
2/20/1998,297.15,660,235,384
2/23/1998,293.45,648,234,377
2/24/1998,291.95,641,236,374
2/25/1998,291.55,624,243,379
2/26/1998,293.05,618,240.5,378
2/27/1998,298.45,630,233,383.5
3/2/1998,299.65,654,234.5,388
3/3/1998,296.95,631,234.5,384
3/4/1998,296.65,627.5,239.5,388
3/5/1998,293.55,633,237,383
3/6/1998,294.25,611,237,383
3/9/1998,294.55,601.5,241.5,383
3/10/1998,294.85,622.5,247.5,387
3/11/1998,294.65,613.5,256.25,391
3/12/1998,294.15,612,259,388
3/13/1998,295.05,608,273,392
3/16/1998,294.25,606,280,400
3/17/1998,294.15,587,276,397
3/18/1998,290.55,592,266,399
3/19/1998,291.55,573,270,411
3/20/1998,292.25,591,275.25,413.5
3/23/1998,293.45,621.5,288,418
3/24/1998,301.35,637,293.5,422
3/25/1998,299.25,624,278,409
3/26/1998,300.95,631.5,281,415.5
3/27/1998,304.05,638,272,412
3/30/1998,302.75,633,270,406.75
3/31/1998,301.35,630,266,407
4/1/1998,301.15,632,270.5,410
4/2/1998,302.35,651.5,272,405
4/3/1998,306.35,653,280,412
4/6/1998,309.55,636,283,416.5
4/7/1998,307.05,638,272,413
4/8/1998,308.55,640,283,418
4/9/1998,309.65,633,286.5,419
4/10/1998,309.65,633,286.5,419
4/13/1998,309.65,632.5,286.5,419
4/14/1998,308.95,630.5,318,429
4/15/1998,307.45,625,314,422
4/16/1998,307.75,621.5,296.5,408
4/17/1998,307.75,620.5,314.5,413
4/20/1998,307.65,620.5,326.5,414
4/21/1998,308.55,623,337,413.5
4/22/1998,313.05,630,380,421
4/23/1998,312.55,624.5,383,421
4/24/1998,312.55,623,383,409
4/27/1998,310.25,617,370,408
4/28/1998,308.05,611,372,409.5
4/29/1998,309.75,615.5,366,400
4/30/1998,309.8,628,365,403
5/1/1998,305.95,617,363,397
5/4/1998,305.95,612.5,363,397
5/5/1998,303.25,614,358,399
5/6/1998,300.15,597,355,398
5/7/1998,298.55,597,323,394
5/8/1998,299.85,601,325.5,396
5/11/1998,301.15,578,321,395.5
5/12/1998,298.05,572.5,333,388
5/13/1998,298.15,552,372,389
5/14/1998,297.75,562,388,402
5/15/1998,300.45,565,392,403
5/18/1998,299.05,532.5,417,405
5/19/1998,300.05,527,395,393
5/20/1998,299.95,532.5,385.5,389
5/21/1998,300.95,530.5,363,380.5
5/22/1998,300.35,527.5,352,379
5/25/1998,300.35,527.5,352,379
5/26/1998,295.95,515,352,378
5/27/1998,293.95,513.5,338,375
5/28/1998,294.15,519,297,369
5/29/1998,293.95,507.5,285,361
6/1/1998,289.2,506,282,362.5
6/2/1998,290.85,515,273,366
6/3/1998,290.75,516,258,357
6/4/1998,292.45,516,282,359.5
6/5/1998,292.05,526,290,356.5
6/8/1998,293.55,534,294,356.75
6/9/1998,293.25,535,298,364
6/10/1998,293.85,534.5,278,354
6/11/1998,288.65,517.5,268,352.5
6/12/1998,286.05,512,270,346
6/15/1998,285.25,512,272,345.5
6/16/1998,288.35,522,276,351
6/17/1998,291.95,529.5,284,358
6/18/1998,293.35,527,293,357
6/19/1998,299.35,543.5,292,360
6/22/1998,295.85,531,292,360
6/23/1998,294.55,535,305,354
6/24/1998,292.85,528,303,351
6/25/1998,293.05,534,296.5,351
6/26/1998,293.25,529.5,295,351
6/29/1998,294.05,531.5,296,349
6/30/1998,297.65,538,297,357.25
7/1/1998,295.65,550,293,364
7/2/1998,293.75,530,295,365
7/3/1998,294.75,530,287,366
7/6/1998,293,533,289,364
7/7/1998,294.55,538,296.5,378
7/8/1998,292.35,532.5,297,374
7/9/1998,291.05,532,298,382.5
7/10/1998,291.05,527.5,295,376
7/13/1998,291.95,537.5,293,375.5
7/14/1998,293.85,533.5,295,376
7/15/1998,293.05,531,300,383
7/16/1998,292.95,532,325,393
7/17/1998,294.05,533,340,394
7/20/1998,295.05,542.5,347,394
7/21/1998,295.45,556.5,329,384
7/22/1998,294.65,562.5,318,383
7/23/1998,293.15,580,310,379
7/24/1998,292.45,572,309,383
7/27/1998,290.45,569,309,376
7/28/1998,290.75,569.5,307,378.5
7/29/1998,289.85,564,307,380
7/30/1998,290.45,558,301,378
7/31/1998,288.55,546,307.5,377.5
8/3/1998,284.35,543,303,371
8/4/1998,286.95,542,294,375
8/5/1998,287.45,540.5,293,376
8/6/1998,287.55,542,293.5,380
8/7/1998,286.05,531,290.5,379.5
8/10/1998,285.35,531,291,377
8/11/1998,284.75,523,288,375
8/12/1998,283.55,522,289,375.5
8/13/1998,284.85,512,284,369
8/14/1998,284.25,517,280,371.25
8/17/1998,284.55,515,280,365
8/18/1998,285.25,508,279,367
8/19/1998,284.65,513,281,369
8/20/1998,285.05,520,282,371
8/21/1998,285.45,521,288,369
8/24/1998,285.25,519,290,367.5
8/25/1998,283.15,502,290,366
8/26/1998,283.75,508,283,360
8/27/1998,278.85,488,275.5,369
8/28/1998,275.15,476,272.5,350
8/31/1998,275.15,472,272.5,350
9/1/1998,279.05,485,279,363
9/2/1998,280.85,486,288,369
9/3/1998,284.35,498,279,363
9/4/1998,285.35,495,283,366
9/7/1998,288.45,495,282,368.25
9/8/1998,286.95,485,277,361
9/9/1998,284.95,498,288,369
9/10/1998,291.35,507,288,363
9/11/1998,293.45,500,288,369
9/14/1998,289.95,498,291,362
9/15/1998,289.7,498,288,369.5
9/16/1998,288.85,498,290,365
9/17/1998,290.75,502,288,358
9/18/1998,290.95,500,288,357.5
9/21/1998,292.05,498,288,369
9/22/1998,289.45,493,275.5,353
9/23/1998,289.45,494.5,278,353
9/24/1998,292.85,512,284,356.5
9/25/1998,296.35,521,286,359.5
9/28/1998,293.35,521.5,286.5,352
9/29/1998,294.55,537,279.5,349
9/30/1998,294.95,528.5,280,350
10/1/1998,300.55,537,283,354
10/2/1998,302.45,527.5,283,354
10/5/1998,297.45,509,280,344
10/6/1998,296.35,512,280,344
10/7/1998,298.65,509.5,283,347
10/8/1998,301.05,512.5,282,356
10/9/1998,298.05,487,282.5,351
10/12/1998,295.45,484.5,281.5,344
10/13/1998,296.85,487,278,343
10/14/1998,295.65,486,277,339
10/15/1998,297.85,491.5,275,341
10/16/1998,298.75,491.5,277.5,343
10/19/1998,298.25,492.5,275,337
10/20/1998,295.05,491.5,271,335
10/21/1998,296.15,489,275.5,338.75
10/22/1998,293.65,491.5,274,338
10/23/1998,292.35,491.5,275.75,337
10/26/1998,291.15,490,277,338
10/27/1998,293.15,501.5,281,342
10/28/1998,293.15,502.5,280,339.75
10/29/1998,293.65,510,277.5,337.5
10/30/1998,292.95,509,275,334.25
11/2/1998,292.35,506,273,336
11/3/1998,288.65,491,273,339
11/4/1998,290.55,495,274,344
11/5/1998,291.85,501,275,346
11/6/1998,293.25,505,273,343.5
11/9/1998,292.45,504,273,337.5
11/10/1998,292.75,501,272,337.5
11/11/1998,293.25,502,272,338.5
11/12/1998,296.15,514,275.75,343.5
11/13/1998,296.55,506,277,349.5
11/16/1998,294.85,496.5,287,347
